so2_roll_std_24h_lag24h,so2_roll_mean_48h_lag24h,month,aqi_roll_mean_24h_lag24h,temperature_roll_mean_48h_lag24h,day,no2_roll_std_48h_lag24h,pm10_roll_mean_48h_lag24h,co_roll_mean_48h_lag24h,co_roll_std_48h_lag24h
1.7498233188593992,5.516705361323552,6,161.69375,31.202083333333334,6,17.310731596185434,123.11571180555556,1.0980568323812923,0.7189289090683689
1.70829777613259,5.512730216950211,6,161.25041666666667,31.137500000000003,6,17.323668014225,120.22777777777777,1.1249485953677258,0.7260928906118052
1.5975674869905752,5.523860621195568,6,160.67166666666665,31.089583333333334,6,17.353445401239494,117.53446180555557,1.145941446693145,0.7259425580067485
1.427835059378826,5.5445313719369445,6,160.02,31.072916666666668,6,17.382796710460944,115.03940972222222,1.1612808901954657,0.7222608004577897
1.2314392173106778,5.565997151552989,6,159.31666666666666,31.041666666666668,6,17.403975642742225,112.67829861111112,1.171767086531596,0.7176700882971014
1.033393517790835,5.5826927579210235,6,158.57458333333332,30.995833333333334,6,17.410293471745742,110.42855902777778,1.178409329257408,0.7136432236758411
0.8520134719152869,5.594618191041049,6,157.81083333333333,30.997916666666665,6,17.402984808070812,108.31996527777778,1.1822987465414136,0.7107518104575661
0.7238573184479451,5.600978422038396,6,157.03958333333333,30.987499999999997,6,17.391996950019582,106.31189236111112,1.184519647001071,0.7088794202842083
0.6720713147090529,5.600978422038396,6,156.215,30.96875,6,17.386523635322504,104.35815972222223,1.1858471862727595,0.7076694673384283
0.6665529737333217,5.595413219915717,6,155.74208333333334,30.947916666666668,6,17.386523635322504,102.45277777777777,1.1866700787665116,0.7068751150572544
0.6640329081646318,5.586667902294366,6,155.19458333333333,30.924999999999997,6,17.396341982545948,100.58576388888889,1.187213369667083,0.7063218273697389
0.6402764544791877,5.575537498049009,6,154.80458333333334,30.90625,6,17.41491541366113,98.76319444444447,1.1876861918734378,0.7058171727752867
0.6252016064608944,5.597003277665054,6,154.79791666666668,30.864583333333332,6,17.406454443497566,97.00277777777778,1.1882999514682255,0.7051459399984049
0.6702789012243641,5.618469057281099,6,152.07291666666666,30.829166666666666,6,17.438054392284084,95.31223958333334,1.1893319768609423,0.7040268511682073
0.8056835939010785,5.641524894646481,6,152.84625,30.76875,6,17.388736167954956,93.70407986111111,1.1911755288289896,0.7021173576882637
0.9962241593254831,5.665375760886531,6,153.92749999999998,30.706249999999997,6,17.15552513917232,92.20355902777779,1.1941738581087111,0.6992834659931699
1.2311210329821947,5.691611713750586,6,154.4925,30.645833333333332,6,16.819218913907598,90.82595486111113,1.198401979761692,0.6959431630996018
1.4897575341739533,5.718642695489309,6,154.21666666666667,30.599999999999998,6,16.52161998631598,89.57664930555556,1.2036916781952873,0.6929954347110449
1.7108895452497643,5.742493561729359,6,153.09875,30.52916666666667,6,16.445535335720173,88.45460069444444,1.209765625,0.6913502301707937
1.8215722914908865,5.7536239659747155,6,152.13166666666666,30.464583333333334,6,16.27171791504498,87.44991319444443,1.2162896621742234,0.6914814665761363
1.8385255748366143,5.747263734977369,6,151.31416666666667,30.402083333333337,6,15.83363627621561,86.55190972222222,1.222854616654766,0.6932943775729266
1.8138574401018732,5.7289780708599976,6,150.63166666666666,30.366666666666664,6,15.189687028728908,85.74565972222223,1.2290172176231702,0.6962132642210144
1.7759950124343933,5.70830732011862,6,150.05291666666668,30.339583333333334,6,14.665695846803755,85.01718749999999,1.2344864975678327,0.6994240168671277
1.7374404858727206,5.690816684875917,6,149.55,30.314583333333335,6,14.458652153043245,84.35078125,1.2392624564887538,0.7022631533032099
