pm10_roll_mean_48h_lag72h,wind_speed_roll_std_48h_lag72h,day,month,so2_roll_mean_24h_lag72h,co_roll_mean_24h_lag72h,temperature_roll_mean_48h_lag72h,temperature_roll_std_24h_lag72h
142.9654513888889,10.694104460581437,4,6,3.2405376931481196,0.46487515619422576,28.339583333333334,3.1641561367875393
144.2629340277778,10.534515893359545,4,6,3.2834692523802094,0.45785556497680346,28.38333333333333,3.090049481335321
145.5493923611111,10.267382510556581,4,6,3.364562197596379,0.4529454882185029,28.41458333333333,3.019453832943072
146.73940972222223,9.770038463653798,4,6,3.4726861245512723,0.4503767906551326,28.452083333333334,2.991046421513953
147.80685763888889,9.235987572268842,4,6,3.582400109255502,0.44976303106034504,28.495833333333334,2.992378604078064
148.7006076388889,8.648030235003231,4,6,3.6809836897143753,0.45051772804356527,28.53125,3.00506516845574
149.4029513888889,7.981050192573727,4,6,3.7636666926798816,0.4522817185826584,28.55,3.0197148104135834
149.91293402777777,7.375546139172476,4,6,3.8272690026533476,0.45495498259551104,28.583333333333332,3.0460118853668914
150.26493055555557,7.321429490695943,4,6,3.8670204463867646,0.45841476816316545,28.631249999999998,3.0768861306309065
150.4223090277778,7.006447638471047,4,6,3.8924613703761515,0.4622564485897988,28.683333333333337,3.1313283748760075
150.36892361111111,6.948353700621061,4,6,3.917902294365538,0.4657344196269284,28.75,3.1929922134827695
150.084375,6.858703431841595,4,6,3.949703449352271,0.4683576735987242,28.770833333333332,3.1626442798043195
149.64340277777777,6.692199333170811,4,6,3.959243795848291,0.4707035991610234,28.814583333333335,3.1948214438322355
149.09340277777778,6.524523460221211,4,6,3.9719642578429846,0.47492262807926683,28.864583333333332,3.21549407928429
148.46493055555555,5.976382774206153,4,6,3.991044950835025,0.48367438526420076,28.91458333333333,3.239293960467022
147.77777777777777,5.912484627302075,4,6,4.014895817075074,0.4983227809264643,28.966666666666665,3.246268761141706
147.0298611111111,6.468908948093308,4,6,4.045106914312471,0.5180767471438866,29.018749999999997,3.2419688954152344
146.2224826388889,6.646357505062803,4,6,4.0816782425472145,0.54107681966263,29.077083333333334,3.224757040617757
145.3433159722222,6.747352672352666,4,6,4.1214296862806306,0.5659499955373175,29.152083333333334,3.199521590143816
144.36397569444443,6.869562375729683,4,6,4.158001014515373,0.5920961542752683,29.212499999999995,3.1595610592226
143.26336805555556,6.89119141723218,4,6,4.188212111752771,0.6185969296679851,29.268749999999997,3.1121431173080745
142.04904513888889,6.893858506408532,4,6,4.2120629779928205,0.6433155290521336,29.327083333333334,3.058025791115857
140.73784722222223,6.880646308089057,4,6,4.232733728734197,0.6636196057211804,29.391666666666666,2.9864427969926832
139.3464409722222,6.774440857824985,4,6,4.2502243639769,0.6780588684844792,29.45625,2.8889594937487586
137.92630208333335,6.927508532516103,5,6,4.261354768222257,0.6872516233041864,29.529166666666665,2.7569543161700434
136.475,7.0589589974484115,5,6,4.247044248478228,0.6928300160657002,29.587500000000002,2.652138868858399
134.9868923611111,7.077018845861523,5,6,4.19775245824879,0.6961534106122907,29.647916666666664,2.5942767275542917
133.5482638888889,7.0678077494352545,5,6,4.127789917277977,0.6979083084166463,29.712499999999995,2.563932526413162
132.18802083333335,7.017675556248256,5,6,4.062597549555174,0.6986811908693418,29.768749999999997,2.574780136948119
130.94522569444445,7.185799826667487,5,6,4.016485874824411,0.6990358075241079,29.8125,2.6102605511570927
129.84305555555554,7.581818818446073,5,6,3.9894548930856875,0.6993767850767676,29.849999999999998,2.6633550542364675
128.9349826388889,7.9469910002116615,5,6,3.9767344310909944,0.6998632463852289,29.885416666666668,2.728111174367634
128.17282986111113,8.300618408133527,5,6,3.978324488840331,0.7005815724294989,29.916666666666668,2.7895736259314186
127.58611111111111,8.438334639569591,5,6,3.9846847198376776,0.7016727005980101,29.958333333333332,2.8591069853404583
127.17656249999999,8.424097653552819,5,6,3.9815046043390043,0.7034321447697344,30.00208333333333,2.9179976259289444
126.96814236111112,8.423207682324641,5,6,3.9608338535976277,0.706059945108899,30.039583333333336,3.0201227300140068
126.85911458333334,8.46089628570432,5,6,3.9163122366162013,0.7091923922260001,30.089583333333334,3.115782056897818
126.79739583333333,8.587630515592691,5,6,3.886101139378805,0.7114473904409234,30.131249999999998,3.1703792119911354
126.74704861111111,9.206719562709692,5,6,3.873380677384111,0.71112005199037,30.118750000000002,3.168550164495897
126.69565972222222,9.210574865973376,5,6,3.870200561885438,0.7074784117279637,30.114583333333332,3.184675147813491
126.63498263888887,9.204023634467054,5,6,3.857480099890745,0.7015363095769462,30.110416666666666,3.21084834606817
126.55208333333333,9.51973359183821,5,6,3.8256789449040114,0.6951441170564178,30.108333333333334,3.249381211995445
126.44296875000002,9.681472105401014,5,6,3.7779772124239113,0.6895566315601664,30.09583333333333,3.322908517322161
126.31267361111111,9.617972206328135,5,6,3.723915248946465,0.6850648205997952,30.09583333333333,3.3742846799653226
126.16562499999999,9.581468483373033,5,6,3.6698532854690185,0.6819096416458502,30.10625,3.4039379368990073
125.98940972222222,9.609367437723979,5,6,3.6157913219915723,0.6811094809889419,30.118750000000002,3.4308463273277816
125.77447916666667,9.654456913667943,5,6,3.5601393007647886,0.6839418678597023,30.133333333333336,3.4639342631911387
125.52083333333333,9.758175623002494,5,6,3.5060773372873424,0.6906932234023656,30.15416666666667,3.494457308947608
125.1892361111111,9.765069859540203,6,6,3.4663258935539254,0.7000451010799807,30.162500000000005,3.5833754631833252
124.77057291666667,9.874001646274762,6,6,3.4440650850632117,0.7100198310871212,30.170833333333334,3.6419854435477728
124.26510416666667,9.815345020545065,6,6,3.4504253160605587,0.7191534831310341,30.166666666666668,3.692704813626331
123.69244791666667,9.68289608514638,6,6,3.4758662400499456,0.7268777612906199,30.172916666666666,3.70662352701402
123.06501736111112,9.520023243311432,6,6,3.512437568284689,0.7329153371563821,30.18958333333333,3.6964706041757713
122.39435763888889,10.384702284518488,6,6,3.553779069767442,0.7370843560335688,30.162499999999998,3.6604797935297944
121.69513888888889,10.285459824111056,6,6,3.5919404557515224,0.7394120961263929,30.175,3.631262706081599
120.92335069444444,10.291113777046975,6,6,3.6126112064928986,0.7402531740896202,30.172916666666666,3.570734508127925
120.06701388888888,10.340840737343592,6,6,3.6046609177462154,0.7399712993127548,30.177083333333332,3.525147751040515
