pm25_roll_mean_24h_lag72h,aqi_lag_120h,so2_roll_mean_48h_lag72h,wind_speed_roll_std_24h_lag72h,day,pm25_roll_std_48h_lag72h,aqi_roll_mean_24h_lag72h,aqi_roll_std_48h_lag72h
20.3984375,72.35,1.896143866083971,10.326568940696395,4,0.9363606774122891,68.45125,1.9697534564101413
20.368055555555554,72.38,1.9072742703293273,11.356685447251989,4,0.9217162758822155,68.38708333333334,1.9390143361270873
20.33784722222222,72.36,1.9191997034493522,11.982365303264151,4,0.9051329356557845,68.32375,1.9042254130539684
20.311111111111114,72.49,1.9319201654440459,12.385945752097902,4,0.8851735647303011,68.2675,1.8621213023437937
20.293055555555554,72.63,1.9438455985640708,12.385945752097905,4,0.8613859808237965,68.22958333333334,1.8119643620260526
20.290277777777778,72.76,1.9549760028094274,12.059503558893113,4,0.8340892654383227,68.22375,1.7544599576135969
20.30920138888889,72.86,1.9653113781801155,11.777811489332814,4,0.8050666929291124,68.26333333333334,1.69351281018467
20.35190972222222,72.89,1.9748517246761355,11.494986430765259,4,0.7780669000280908,68.35291666666667,1.636587437223572
20.42083333333333,72.85,1.9835970422974876,11.242489667019608,4,0.7574833519103237,68.49791666666667,1.5934106195340794
20.51076388888889,72.72,1.9915473310441705,11.03547638892105,4,0.7464181310367743,68.68708333333333,1.570417331136326
20.620486111111113,72.48,1.9987025909161857,10.601468725154735,4,0.7491861257428096,68.91791666666667,1.576233601653951
20.746180555555554,72.27,2.005062821913532,10.122534482422143,4,0.7635311545164731,69.18249999999999,1.606490699314187
20.891493055555554,71.4,2.0146031684095522,9.557776710730018,4,0.8132969085437352,69.48833333333333,1.7113446949271567
21.0546875,70.78,2.0225534571562354,9.099725748375684,4,0.8898426568449423,69.83166666666666,1.8721769764547838
21.237152777777776,70.58,2.0281186592789138,8.766680002194036,4,0.9864862377460478,70.21541666666666,2.0751118806795885
21.430208333333336,70.43,2.0320938036522556,8.720481139498387,4,1.0966216383665135,70.62124999999999,2.306396593864253
21.62951388888889,70.26,2.0368639769002654,8.622686457197066,4,1.2146578765777059,71.04041666666667,2.5546859236315878
21.841493055555556,70.13,2.042429179022944,9.079772550301945,4,1.342239891656469,71.48625,2.8231226031171843
22.063541666666666,70.05,2.0511744966442955,9.954938472938913,4,1.4711760997523542,71.95333333333333,3.0943379715588817
22.294965277777777,69.98,2.064689987513657,10.062469227606169,4,1.6006678108348291,72.44,3.3665235491080714
22.52517361111111,69.94,2.083770680505697,10.652735105004284,4,1.7239965302712752,72.92416666666666,3.6257866840143516
22.75746527777778,69.96,2.1068265178710788,11.293496782007633,4,1.8435177359154649,73.4125,3.8769663507783982
22.99270833333333,70.06,2.1306773841111286,11.929609855495997,4,1.9595396553011553,73.9075,4.121107039002012
23.233506944444446,70.23,2.1537332214765104,12.32303357626435,4,2.0729560624582017,74.41375000000001,4.359577085794312
23.48246527777778,70.41,2.1950747229592635,11.878774640362579,5,2.185457583909272,74.9375,4.596408360208144
23.74149305555555,70.63,2.2332361089433435,11.505796270840463,5,2.298946366366487,75.4825,4.835152746635294
24.000520833333336,70.87,2.2666273216794135,11.245715705953522,5,2.4073833894963625,76.02708333333334,5.063061036240731
24.262152777777775,70.85,2.2960433900421413,11.211371944127286,5,2.5111890506278276,76.57708333333333,5.281260020340195
24.524131944444445,70.61,2.321484314031528,11.32264717857242,5,2.60871827851888,77.12791666666666,5.4862899237664235
24.78229166666667,70.18,2.342950093647573,11.32725992424044,5,2.697825764974166,77.67083333333333,5.673648583892685
25.03333333333333,69.58,2.3620307866396133,11.476538260067006,5,2.776849004847917,78.19875,5.839808813386933
25.278993055555556,68.92,2.383496566255658,11.649372067421345,5,2.8469112963140053,78.71541666666666,5.987040910600957
25.521006944444448,68.18,2.408937490245045,11.545396598155259,5,2.90809867289473,79.22458333333334,6.115785165573641
25.764583333333334,67.6,2.438353558607773,11.23672434088524,5,2.962603296221459,79.73666666666666,6.230547824771889
26.012152777777775,67.08,2.470154713594506,10.972192519986676,5,3.0118508336733267,80.25708333333334,6.334068807609814
26.267881944444444,66.64,2.5043409552052442,10.655379535402654,5,3.0569683549695954,80.79458333333334,6.428864096608056
26.522222222222222,66.64,2.5480675433120026,10.687720707103216,5,3.1050822094149977,81.32916666666667,6.52995866038553
26.7734375,66.69,2.5862289292960825,11.010289653813334,5,3.1541015673258266,81.8575,6.632982050818905
27.019444444444446,66.68,2.6164400265334793,10.702944332813459,5,3.2008436986176525,82.375,6.731133125048411
27.261284722222225,67.0,2.6394958638988606,10.492749049162239,5,3.248367303300887,82.88375,6.831074959795402
27.497222222222224,67.43,2.656986499141564,10.500544085282245,5,3.294622063869635,83.38000000000001,6.928484065435682
27.720138888888894,67.65,2.670501990010926,10.254014272257065,5,3.3323767177475903,83.84875,7.007981316158041
27.93732638888889,67.77,2.681632394256282,9.501295563832528,5,3.3628756523854544,84.30541666666666,7.072073759555879
28.14791666666667,67.91,2.6935578273763077,9.527255638430162,5,3.3852785421524194,84.74833333333333,7.119118351260303
28.354166666666668,68.33,2.709458404869674,9.192638359034873,5,3.4016066627897685,85.18208333333332,7.1533619997101034
28.553472222222226,68.64,2.7277440689870454,9.756441350517429,5,3.4093142387934803,85.60125000000001,7.1695390386381215
28.743923611111114,68.88,2.746029733104417,11.040070888241196,5,3.4061635548328706,86.00166666666667,7.162793036098028
28.924479166666668,69.01,2.76352036834712,11.687371110658733,5,3.390023579386275,86.38125000000001,7.128860880026252
29.110763888888886,69.06,2.800886725456532,12.928866590090077,6,3.371788886591613,86.77291666666667,7.09063841604712
29.30138888888889,69.09,2.842228226939285,13.667912279750562,6,3.3506788272625014,87.17375,7.046110336747473
29.501909722222223,69.35,2.8875448727953805,13.676627158579059,6,3.3298316002188253,87.59541666666667,7.002229925968595
29.70798611111111,69.5,2.933656547526143,14.041404612013027,6,3.3039237670862858,88.02875,6.947727612075122
29.917708333333334,69.7,2.9749980490088963,13.70136775146443,6,3.2708853939085416,88.47000000000001,6.878408474867054
30.12951388888889,70.04,3.0075942328702987,13.582020404228137,6,3.230676875566516,88.91541666666666,6.793801040636013
30.341145833333332,70.53,3.031445099110348,13.609305320417633,6,3.1841243083537623,89.36041666666667,6.695735689108357
30.544791666666665,71.07,3.0473456766037152,13.7040663593916,6,3.128731695038766,89.78875,6.57898749188652
30.73402777777778,71.66,3.0560909942250665,13.849985088675062,6,3.063315281991141,90.18666666666667,6.441396342025996
30.90138888888889,72.14,3.0592711097237397,13.975966016235025,6,2.9835694210786237,90.53875,6.274006911184481
31.0421875,72.62,3.061656196347745,14.254078592520068,6,2.8896665663521635,90.83500000000002,6.076692738363869
31.155034722222222,72.99,3.0656313407210867,14.70383800828589,6,2.7806486420646332,91.07249999999999,5.847710768516924
31.224305555555556,73.98,3.071991571718433,14.589441387524053,6,2.6663350072730583,91.21833333333332,5.6075737632774425
31.256770833333334,74.93,3.0791468315904478,14.567547016809531,6,2.5519169869170386,91.28666666666665,5.366988917020436
31.257986111111112,75.89,3.0886871780864684,15.368638874980599,6,2.4420690429226077,91.28916666666667,5.135805871556456
31.232638888888886,76.74,3.0982275245824877,15.575499154538939,6,2.337842612729036,91.23583333333333,4.916448073331043
31.18975694444444,77.49,3.103792726705167,15.486179252032656,6,2.2395175285261066,91.14541666666666,4.709723639890505
31.14114583333333,78.35,3.105382784454503,15.426916060264103,6,2.150666935985065,91.04333333333334,4.522975267982541
31.089930555555554,78.98,3.10220266895583,15.406105226853063,6,2.067227056624647,90.93583333333333,4.3475693410790965
31.041840277777776,79.59,3.0966374668331516,15.460118678885264,6,1.989148352927206,90.83458333333334,4.18330216179866
31.00607638888889,79.95,3.0894822069611365,15.345523068988859,6,1.9121624997034439,90.75958333333334,4.021375245510817
30.985590277777774,80.36,3.0815319182144534,14.79400113441989,6,1.838319130458578,90.71666666666665,3.8659700495112213
30.98159722222222,80.76,3.07358162946777,13.571514926171794,6,1.7681654718580293,90.70833333333333,3.718567557650387
30.993402777777774,81.16,3.0664263695957548,12.715289324616055,6,1.702455723009048,90.73333333333335,3.580374840458163
