temperature_roll_std_24h_lag48h,month,aqi_lag_96h,pm10_roll_mean_48h_lag48h,aqi_roll_mean_48h_lag48h,humidity_roll_std_48h_lag48h,o3_roll_std_48h_lag48h,pm25_roll_mean_48h_lag48h,humidity_roll_mean_48h_lag48h,day,pm25_roll_std_48h_lag48h,so2_roll_std_24h_lag48h,wind_speed_roll_std_48h_lag48h,so2_roll_mean_24h_lag48h,no2_roll_std_48h_lag48h
2.0291311412536963,6,69.06,57.46996527777777,80.85520833333332,8.599748470674019,15.04600585376351,26.296614583333334,72.79166666666667,5,3.371788886591613,0.3510649123434972,12.424002592784952,3.119693304198533,2.8886778990354975
2.0975486037103566,6,69.09,58.148350694444446,81.328125,8.512167969800302,15.15109029426751,26.521440972222223,72.72916666666667,5,3.3506788272625014,0.3960522132508775,12.753386283733542,3.1419541126892465,2.923318085709921
2.1376499015154486,6,69.35,58.83715277777778,81.81125,8.475637803151315,15.205907369030358,26.751215277777778,72.6875,5,3.3298316002188253,0.49919137931968716,12.743075967221502,3.191245902918683,2.943969611234086
2.1454197927110332,6,69.5,59.53776041666666,82.30291666666666,8.473571764003136,15.21715772119338,26.98506944444445,72.66666666666667,5,3.3039237670862858,0.6114802435820106,13.216762808983573,3.256438270641486,2.947989356543254
2.1418830601781207,6,69.7,60.244618055555556,82.79895833333333,8.473571764003136,15.199442969236456,27.22092013888889,72.66666666666667,5,3.2708853939085416,0.6810246015267984,13.343938380004486,3.321630638364289,2.934979318139861
2.114130341641453,6,70.04,60.94809027777777,83.293125,8.439921178751671,15.162563364689538,27.455902777777776,72.70833333333333,5,3.230676875566516,0.7005028478961731,13.31383770623933,3.375692601841736,2.9140561888648184
2.080116356834575,6,70.53,61.63880208333333,83.77958333333333,8.498644030350068,15.136022490850175,27.687239583333334,72.66666666666667,5,3.1841243083537623,0.6925963595364761,13.289352320800965,3.415444045575152,2.8970218958084057
2.022267345676885,6,71.07,62.309895833333336,84.25208333333335,8.498644030350068,15.1072121840276,27.91189236111111,72.66666666666667,5,3.128731695038766,0.6822321821158513,13.250078121005965,3.4329346808178554,2.8887844953379753
1.9210315767421184,6,71.66,62.95972222222222,84.705625,8.521536129957985,15.066584444429228,28.127517361111114,72.64583333333333,5,3.063315281991141,0.690992752100594,13.11723545406736,3.423394334321836,2.8852925035397057
1.8530771509939794,6,72.14,63.58697916666667,85.13770833333334,8.56449768330699,15.031287972006952,28.33298611111111,72.60416666666667,5,2.9835694210786237,0.7237388575200858,12.980613039976655,3.391593179335102,2.8835546890124304
1.8339590500066192,6,72.62,64.19140625,85.54604166666667,8.609639163450327,15.013189205644991,28.527170138888888,72.54166666666667,5,2.8896665663521635,0.7621467519130376,12.952389165956138,3.350251677852349,2.8819404846189713
1.8062642607630472,6,72.99,64.77777777777779,85.93354166666666,8.63932026318761,15.013189205644991,28.711458333333336,72.47916666666667,5,2.7806486420646332,0.794510485102959,12.961595646451967,3.3057300608709226,2.877778897990708
1.825141447764408,6,73.98,65.31024305555556,86.27374999999999,8.72204246852135,15.013189205644991,28.87326388888889,72.39583333333333,5,2.6663350072730583,0.8011652153287024,12.925057059835167,3.2500780396441393,2.8695654310519703
1.8313642257988891,6,74.93,65.79375,86.57208333333334,8.71006591404137,15.013189205644991,29.015104166666664,72.41666666666667,5,2.5519169869170386,0.8068615519267138,13.076495480156298,3.205556422662713,2.860807096572443
1.8313642257988891,6,75.89,66.22951388888889,86.83208333333334,8.695779321842254,15.013189205644991,29.138715277777777,72.47916666666667,5,2.4420690429226077,0.8110473762595128,13.266012644700616,3.17852544092399,2.8611743944447534
1.8313642257988891,6,76.74,66.62378472222223,87.05979166666667,8.71037125361953,14.999669807280895,29.246961805555554,72.54166666666667,5,2.337842612729036,0.8150061819099789,13.266012644700616,3.1626248634306227,2.8721257282397894
1.827725283007449,6,77.49,66.98559027777777,87.26270833333332,8.727148478590863,14.961071729787852,29.343489583333334,72.58333333333333,5,2.2395175285261066,0.8204006627993092,13.232974046965198,3.1499044014359296,2.878540207780489
