co_roll_mean_48h_lag48h,day,month,humidity_roll_mean_48h_lag48h,temperature_roll_std_24h_lag48h,temperature_roll_mean_48h_lag48h,pm10_roll_mean_24h_lag48h,wind_speed_roll_std_48h_lag48h,o3_roll_mean_24h_lag48h,aqi_roll_std_48h_lag48h,temperature_roll_std_48h_lag48h,humidity_roll_std_48h_lag48h,pm25_roll_std_48h_lag48h,so2_roll_std_48h_lag48h,so2_roll_mean_24h_lag48h
0.6936483621920742,5,6,45.333333333333336,3.5833754631833252,30.162500000000005,124.99791666666665,9.765069859540203,63.07760416666667,10.97420126659057,3.1651442775760774,10.104419368778176,2.661064432426347,1.1631133746904847,3.4663258935539254
0.7014249235764011,5,6,45.458333333333336,3.6419854435477728,30.170833333333334,124.10954861111111,9.874001646274762,62.69557291666667,11.023151794632534,3.1523013095355497,10.287274380728592,2.6948339007753424,1.1744001612675024,3.4440650850632117
0.707653446871653,5,6,45.625,3.692704813626331,30.166666666666668,123.15190972222221,9.815345020545065,62.35598958333333,11.15320714457734,3.15698033295985,10.442598926532762,2.7835229686463845,1.1629390939805002,3.4504253160605587
0.7123930348536236,5,6,45.708333333333336,3.70662352701402,30.172916666666666,122.1065972222222,9.68289608514638,62.080078125,11.351209122254607,3.1535012344156836,10.46973009331893,2.91494629586243,1.131108394957648,3.4758662400499456
0.7157982640128525,5,6,45.770833333333336,3.6964706041757713,30.18958333333333,120.9420138888889,9.520023243311432,61.952734375,11.604595682632343,3.1536024374251084,10.44996097586784,3.0778972539496543,1.1048868632706612,3.512437568284689
0.718060081778829,5,6,45.979166666666664,3.6604797935297944,30.162499999999998,119.55190972222222,10.384702284518488,61.99518229166667,11.930955608359547,3.152076316713037,10.41171513520876,3.280518083921156,1.1003106736389874,3.553779069767442
0.7193944406015708,5,6,46.0,3.631262706081599,30.175,117.97239583333334,10.285459824111056,62.14374999999999,12.306252836065546,3.160696125855861,10.394351985164201,3.505114466487177,1.110169785757203,3.5919404557515224
0.7200582102374152,5,6,46.041666666666664,3.570734508127925,30.172916666666666,116.09166666666665,10.291113777046975,62.24986979166667,12.788068281844962,3.158692133289987,10.35324665561747,3.782746107451004,1.1156148872838496,3.6126112064928986
0.7202764358711174,5,6,46.083333333333336,3.525147751040515,30.177083333333332,114.08645833333334,10.340840737343592,62.24986979166667,13.315865874893413,3.1638408911317604,10.307678058144432,4.090969280495424,1.1132121761852214,3.6046609177462154
0.7201900548911103,5,6,46.104166666666664,3.487358121367233,30.1875,111.94201388888888,10.320268432400725,62.12252604166667,13.356694311629708,3.1778237568794596,10.283718971584277,4.409135709819358,1.1097810117312592,3.5760398782581553
